date,state,positive,negative,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,recovered,death,hospitalized,deathIncrease,hospitalizedIncrease,new_cases,date_string,week_number,color,change,death_change
2020-04-15,NH,1139.0,11027.0,70.0,178.0,,,365.0,32.0,178.0,9.0,26.0,351.0,2020-04-15,6,blue,-0.05898123324396787,0.7777777777777777
2020-04-22,NH,1491.0,13550.0,94.0,206.0,,,546.0,42.0,206.0,0.0,0.0,352.0,2020-04-22,7,blue,0.002849002849002913,0.3125
2020-04-29,NH,2010.0,18736.0,106.0,249.0,,,936.0,60.0,249.0,0.0,3.0,519.0,2020-04-29,8,blue,0.4744318181818181,0.4285714285714286
2020-05-06,NH,2636.0,25097.0,115.0,295.0,,82.0,1105.0,92.0,295.0,6.0,9.0,626.0,2020-05-06,9,blue,0.20616570327552997,0.5333333333333334
2020-05-13,NH,3425.0,25097.0,115.0,295.0,,82.0,1105.0,142.0,295.0,6.0,9.0,789.0,2020-05-13,10,red,0.2598189262567876,0.5333333333333334
2020-05-20,NH,4411.0,25097.0,115.0,295.0,,82.0,1105.0,218.0,295.0,6.0,9.0,986.0,2020-05-20,11,red,0.2490882816605361,0.5333333333333334
2020-03-05,NJ,1.0,,,,,,,,,,,1.0,2020-03-05,0,blue,,
2020-03-12,NJ,30.0,74.0,,,,,,1.0,,0.0,0.0,29.0,2020-03-12,1,blue,28.0,
2020-03-19,NJ,742.0,210.0,,,,,,9.0,,4.0,0.0,712.0,2020-03-19,2,blue,23.551724137931036,8.0
2020-03-26,NJ,6876.0,13661.0,1080.0,,,,,81.0,,19.0,0.0,6134.0,2020-03-26,3,blue,7.615168539325843,8.0
2020-04-02,NJ,25590.0,33520.0,2000.0,,,,,537.0,,182.0,0.0,18714.0,2020-04-02,4,blue,2.05086403651777,5.62962962962963
2020-04-09,NJ,51027.0,56165.0,7363.0,,1523.0,,,1700.0,,196.0,0.0,25437.0,2020-04-09,5,blue,0.3592497595383135,2.165735567970205
2020-04-16,NJ,75317.0,76513.0,8224.0,,2014.0,,,3518.0,,362.0,0.0,24290.0,2020-04-16,6,blue,-0.04509179541612607,1.0694117647058823
2020-04-23,NJ,99989.0,100159.0,7240.0,,1990.0,,,5368.0,,305.0,0.0,24672.0,2020-04-23,7,blue,0.0157266364759161,0.525866969869244
2020-04-30,NJ,118652.0,129266.0,6137.0,,1765.0,,15642.0,7228.0,,458.0,0.0,18663.0,2020-04-30,8,blue,-0.24355544747081714,0.34649776453055137
2020-05-07,NJ,133635.0,159023.0,4996.0,,1470.0,,15642.0,8801.0,,252.0,0.0,14983.0,2020-05-07,9,blue,-0.1971815892407437,0.21762589928057552
2020-05-14,NJ,145525.0,159023.0,4996.0,,1470.0,,15642.0,10717.0,,252.0,0.0,11890.0,2020-05-14,10,red,-0.2064563608867584,0.21762589928057552
2020-05-21,NJ,154983.0,159023.0,4996.0,,1470.0,,15642.0,13050.0,,252.0,0.0,9458.0,2020-05-21,11,red,-0.20460140655755546,0.21762589928057552
2020-03-06,NM,0.0,16.0,,,,,,,,,,1.0,2020-03-06,0,blue,,
2020-03-13,NM,10.0,190.0,,,,,,,,0.0,0.0,10.0,2020-03-13,1,blue,9.0,
2020-03-20,NM,43.0,3771.0,,,,,,,,0.0,0.0,33.0,2020-03-20,2,blue,2.3,
2020-03-27,NM,136.0,8377.0,,,,,,1.0,,0.0,0.0,93.0,2020-03-27,3,blue,1.8181818181818183,
2020-04-03,NM,403.0,14375.0,31.0,,,,26.0,7.0,,1.0,0.0,267.0,2020-04-03,4,blue,1.870967741935484,6.0
2020-04-10,NM,1091.0,26007.0,73.0,,,,217.0,19.0,,3.0,0.0,688.0,2020-04-10,5,blue,1.5767790262172285,1.7142857142857144
2020-04-17,NM,1597.0,32891.0,90.0,230.0,,,353.0,44.0,230.0,8.0,15.0,506.0,2020-04-17,6,blue,-0.26453488372093026,1.3157894736842106
2020-04-24,NM,2379.0,44184.0,123.0,367.0,,,573.0,78.0,367.0,7.0,36.0,782.0,2020-04-24,7,blue,0.5454545454545454,0.7727272727272727
2020-05-01,NM,3411.0,64458.0,172.0,536.0,,,760.0,123.0,536.0,11.0,0.0,1032.0,2020-05-01,8,blue,0.31969309462915607,0.5769230769230769
2020-05-08,NM,4493.0,84539.0,197.0,760.0,,,1125.0,172.0,760.0,3.0,73.0,1082.0,2020-05-08,9,blue,0.04844961240310086,0.39837398373983746
2020-05-15,NM,5687.0,84539.0,197.0,760.0,,,1125.0,241.0,760.0,3.0,73.0,1194.0,2020-05-15,10,red,0.10269830884831191,0.39837398373983746
2020-05-22,NM,6991.0,84539.0,197.0,760.0,,,1125.0,338.0,760.0,3.0,73.0,1304.0,2020-05-22,11,red,0.0918485695592697,0.39837398373983746
2020-03-05,NV,1.0,14.0,,,,,,,,,,1.0,2020-03-05,0,blue,,
2020-03-12,NV,7.0,168.0,,,,,,,,0.0,0.0,6.0,2020-03-12,1,blue,5.0,
2020-03-19,NV,95.0,1626.0,,,,,,1.0,,0.0,0.0,88.0,2020-03-19,2,blue,13.666666666666666,
2020-03-26,NV,420.0,4697.0,,,,,,10.0,,4.0,0.0,325.0,2020-03-26,3,blue,2.6931818181818183,9.0
2020-04-02,NV,1458.0,12588.0,,,,,,38.0,,12.0,0.0,1038.0,2020-04-02,4,blue,2.193846153846154,2.8
2020-04-09,NV,2456.0,19315.0,282.0,,,,,80.0,,9.0,0.0,998.0,2020-04-09,5,blue,-0.038535645472061675,1.1052631578947367
2020-04-16,NV,3321.0,25130.0,,,,,,137.0,,6.0,0.0,865.0,2020-04-16,6,blue,-0.13326653306613223,0.7124999999999999
2020-04-23,NV,4208.0,30541.0,,,,,,189.0,,17.0,0.0,887.0,2020-04-23,7,blue,0.025433526011560792,0.3795620437956204
2020-04-30,NV,4998.0,36988.0,,,,,158.0,237.0,,7.0,0.0,790.0,2020-04-30,8,blue,-0.1093573844419391,0.25396825396825395
2020-05-07,NV,5766.0,45591.0,,,,,205.0,286.0,,10.0,0.0,768.0,2020-05-07,9,blue,-0.027848101265822822,0.2067510548523206
2020-05-14,NV,6501.0,45591.0,,,,,205.0,346.0,,10.0,0.0,735.0,2020-05-14,10,red,-0.04414995790104608,0.2067510548523206
2020-05-21,NV,7206.0,45591.0,,,,,205.0,418.0,,10.0,0.0,705.0,2020-05-21,11,red,-0.04088958657400143,0.2067510548523206
2020-03-04,NY,6.0,48.0,,,,,,,,,,1.0,2020-03-04,0,blue,,
2020-03-11,NY,216.0,92.0,,,,,,,,0.0,0.0,210.0,2020-03-11,1,blue,209.0,
2020-03-18,NY,2382.0,12215.0,416.0,,,,,12.0,,5.0,0.0,2166.0,2020-03-18,2,blue,9.314285714285715,
2020-03-25,NY,30811.0,72668.0,4079.0,3805.0,,,,285.0,3805.0,75.0,571.0,28429.0,2020-03-25,3,blue,12.125115420129271,22.75
2020-04-01,NY,83712.0,137168.0,12226.0,18368.0,3022.0,,6142.0,1941.0,18368.0,391.0,2464.0,52901.0,2020-04-01,4,blue,0.8608111435505998,5.810526315789474
2020-04-08,NY,149316.0,215837.0,18079.0,34432.0,4593.0,,16353.0,6268.0,34432.0,779.0,2349.0,65604.0,2020-04-08,5,blue,0.24012778586416128,2.2292632663575476
2020-04-15,NY,213779.0,312233.0,18535.0,46539.0,5225.0,,28004.0,11586.0,46539.0,752.0,2253.0,64463.0,2020-04-15,6,blue,-0.01739223218096453,0.8484365028717293
2020-04-22,NY,257216.0,412766.0,15599.0,57907.0,5016.0,,42308.0,15302.0,57907.0,474.0,1381.0,43437.0,2020-04-22,7,blue,-0.32617160231450604,0.32073191783186594
2020-04-29,NY,299691.0,572790.0,12159.0,65397.0,,,53238.0,18015.0,65397.0,377.0,1079.0,42475.0,2020-04-29,8,blue,-0.02214701751962611,0.17729708534832045
2020-05-06,NY,323978.0,731943.0,9179.0,70539.0,,,54597.0,19877.0,70539.0,232.0,672.0,24287.0,2020-05-06,9,blue,-0.42820482636845203,0.10335831251734673
2020-05-13,NY,339838.0,731943.0,9179.0,70539.0,,,54597.0,21932.0,70539.0,232.0,672.0,15860.0,2020-05-13,10,red,-0.3469932645986869,0.10335831251734673
2020-05-20,NY,349938.0,731943.0,9179.0,70539.0,,,54597.0,24199.0,70539.0,232.0,672.0,10100.0,2020-05-20,11,red,-0.36323557695263997,0.10335831251734673
2020-03-05,OH,0.0,7.0,,,,,,,,,,1.0,2020-03-05,0,blue,,
2020-03-12,OH,5.0,30.0,,,,,,,,0.0,0.0,5.0,2020-03-12,1,blue,4.0,
2020-03-19,OH,119.0,140.0,,,,,,,,0.0,0.0,114.0,2020-03-19,2,blue,21.8,
2020-03-26,OH,867.0,16449.0,,223.0,,91.0,,15.0,223.0,5.0,41.0,748.0,2020-03-26,3,blue,5.56140350877193,
2020-04-02,OH,2902.0,32016.0,,802.0,,260.0,,81.0,802.0,16.0,123.0,2035.0,2020-04-02,4,blue,1.7205882352941178,4.4
2020-04-09,OH,5512.0,50473.0,,1612.0,,497.0,,213.0,1612.0,20.0,117.0,2610.0,2020-04-09,5,blue,0.2825552825552826,1.6296296296296298
2020-04-16,OH,8414.0,66426.0,,2331.0,,707.0,,389.0,2331.0,28.0,94.0,2902.0,2020-04-16,6,blue,0.11187739463601543,0.8262910798122065
2020-04-23,OH,14694.0,88183.0,,2960.0,,900.0,,656.0,2960.0,46.0,78.0,6280.0,2020-04-23,7,blue,1.1640248104755342,0.6863753213367609
2020-04-30,OH,18027.0,115863.0,,3533.0,,1035.0,,975.0,3533.0,38.0,112.0,3333.0,2020-04-30,8,blue,-0.46926751592356686,0.4862804878048781
2020-05-07,OH,22131.0,153928.0,1057.0,4140.0,418.0,1167.0,,1271.0,4140.0,46.0,88.0,4104.0,2020-05-07,9,blue,0.23132313231323143,0.30358974358974367
2020-05-14,OH,26610.0,153928.0,1057.0,4140.0,418.0,1167.0,,1657.0,4140.0,46.0,88.0,4479.0,2020-05-14,10,red,0.09120500266587177,0.30358974358974367
2020-05-21,OH,31624.0,153928.0,1057.0,4140.0,418.0,1167.0,,2161.0,4140.0,46.0,88.0,5014.0,2020-05-21,11,red,0.11922862859534371,0.30358974358974367
2020-03-07,OK,1.0,,,,,,,,,,,1.0,2020-03-07,0,blue,,
2020-03-14,OK,4.0,36.0,,,,,,,,0.0,0.0,3.0,2020-03-14,1,blue,2.0,
2020-03-21,OK,53.0,560.0,,10.0,,,,1.0,10.0,0.0,10.0,49.0,2020-03-21,2,blue,15.333333333333332,
2020-03-28,OK,377.0,1180.0,,126.0,,,,15.0,126.0,7.0,21.0,324.0,2020-03-28,3,blue,5.612244897959184,14.0
2020-04-04,OK,1159.0,1362.0,,316.0,,,,42.0,316.0,4.0,27.0,782.0,2020-04-04,4,blue,1.4135802469135803,1.7999999999999998
2020-04-11,OK,1868.0,20790.0,383.0,446.0,191.0,,865.0,94.0,446.0,6.0,18.0,709.0,2020-04-11,5,blue,-0.09335038363171355,1.2380952380952381
2020-04-18,OK,2570.0,32966.0,307.0,541.0,136.0,,1515.0,139.0,541.0,3.0,13.0,702.0,2020-04-18,6,blue,-0.009873060648801113,0.47872340425531923
2020-04-25,OK,3193.0,49891.0,306.0,637.0,150.0,,2080.0,194.0,637.0,6.0,0.0,623.0,2020-04-25,7,blue,-0.1125356125356125,0.39568345323741005
2020-05-02,OK,3851.0,59804.0,236.0,743.0,92.0,,2554.0,238.0,743.0,8.0,28.0,658.0,2020-05-02,8,blue,0.05617977528089879,0.2268041237113403
2020-05-09,OK,4490.0,91379.0,177.0,822.0,93.0,,3154.0,270.0,822.0,4.0,17.0,639.0,2020-05-09,9,blue,-0.028875379939209744,0.134453781512605
2020-05-16,OK,5122.0,91379.0,177.0,822.0,93.0,,3154.0,307.0,822.0,4.0,17.0,632.0,2020-05-16,10,red,-0.011864348895188037,0.134453781512605
2020-05-23,OK,5745.0,91379.0,177.0,822.0,93.0,,3154.0,349.0,822.0,4.0,17.0,623.0,2020-05-23,11,red,-0.015266555103992378,0.134453781512605
2020-03-04,OR,3.0,29.0,,,,,,,,,,1.0,2020-03-04,0,blue,,
2020-03-11,OR,19.0,286.0,,,,,,,,0.0,0.0,16.0,2020-03-11,1,blue,15.0,
2020-03-18,OR,75.0,1118.0,,,,,,3.0,,3.0,0.0,56.0,2020-03-18,2,blue,2.5,
2020-03-25,OR,209.0,4350.0,,61.0,,,,8.0,61.0,0.0,0.0,134.0,2020-03-25,3,blue,1.3928571428571428,1.6666666666666665
2020-04-01,OR,736.0,13136.0,132.0,154.0,,,,18.0,154.0,0.0,0.0,527.0,2020-04-01,4,blue,2.9328358208955225,1.25
2020-04-08,OR,1239.0,23325.0,156.0,324.0,61.0,,,33.0,324.0,0.0,0.0,503.0,2020-04-08,5,blue,-0.04554079696394686,0.8333333333333333
2020-04-15,OR,1663.0,31688.0,305.0,401.0,95.0,,,58.0,401.0,3.0,20.0,424.0,2020-04-15,6,blue,-0.15705765407554673,0.7575757575757576
2020-04-22,OR,2059.0,39126.0,302.0,488.0,67.0,,,78.0,488.0,0.0,17.0,396.0,2020-04-22,7,blue,-0.06603773584905659,0.3448275862068966
2020-04-29,OR,2446.0,52026.0,227.0,569.0,56.0,,,101.0,569.0,9.0,15.0,387.0,2020-04-29,8,blue,-0.022727272727272707,0.29487179487179493
2020-05-06,OR,2916.0,65060.0,191.0,641.0,47.0,,1125.0,115.0,641.0,2.0,19.0,470.0,2020-05-06,9,blue,0.21447028423772618,0.13861386138613851
2020-05-13,OR,3465.0,65060.0,191.0,641.0,47.0,,1125.0,131.0,641.0,2.0,19.0,549.0,2020-05-13,10,red,0.16703077284472642,0.13861386138613851
2020-05-20,OR,4111.0,65060.0,191.0,641.0,47.0,,1125.0,150.0,641.0,2.0,19.0,646.0,2020-05-20,11,red,0.1765186751233264,0.13861386138613851
2020-03-06,PA,2.0,,,,,,,,,,,1.0,2020-03-06,0,blue,,
2020-03-13,PA,41.0,140.0,,,,,,,,0.0,0.0,39.0,2020-03-13,1,blue,38.0,
2020-03-20,PA,268.0,2574.0,,,,,,1.0,,0.0,0.0,227.0,2020-03-20,2,blue,4.82051282051282,
2020-03-27,PA,2218.0,21016.0,,241.0,,,,22.0,241.0,6.0,241.0,1950.0,2020-03-27,3,blue,7.590308370044053,21.0
2020-04-03,PA,8420.0,53695.0,,852.0,,,,102.0,852.0,12.0,122.0,6202.0,2020-04-03,4,blue,2.1805128205128206,3.6363636363636367
2020-04-10,PA,19979.0,93040.0,2072.0,,,,,416.0,,78.0,0.0,11559.0,2020-04-10,5,blue,0.86375362786198,3.0784313725490193
2020-04-17,PA,29441.0,117932.0,2603.0,,,,,756.0,,49.0,0.0,9462.0,2020-04-17,6,blue,-0.18141707760186865,0.8173076923076923
2020-04-24,PA,38652.0,147491.0,2746.0,,,,,1492.0,,71.0,0.0,9211.0,2020-04-24,7,blue,-0.02652716127668564,0.9735449735449735
2020-05-01,PA,46971.0,180477.0,2683.0,,,,,2354.0,,62.0,0.0,8319.0,2020-05-01,8,blue,-0.0968407339051135,0.5777479892761395
2020-05-08,PA,54238.0,216321.0,2342.0,,,,,3616.0,,200.0,0.0,7267.0,2020-05-08,9,blue,-0.1264575069118884,0.5361087510620222
2020-05-15,PA,60630.0,216321.0,2342.0,,,,,5555.0,,200.0,0.0,6392.0,2020-05-15,10,red,-0.12053415231053341,0.5361087510620222
2020-05-22,PA,66244.0,216321.0,2342.0,,,,,8534.0,,200.0,0.0,5614.0,2020-05-22,11,red,-0.12171882323080441,0.5361087510620222
2020-03-16,PR,5.0,9.0,,,,,,,,,,1.0,2020-03-16,0,blue,,
2020-03-23,PR,31.0,189.0,,,,,,2.0,,1.0,0.0,26.0,2020-03-23,1,blue,25.0,
2020-03-30,PR,174.0,931.0,,,,,,6.0,,1.0,0.0,143.0,2020-03-30,2,blue,4.5,2.0
2020-04-06,PR,513.0,3432.0,,,,,,21.0,,1.0,0.0,339.0,2020-04-06,3,blue,1.3706293706293708,2.5
2020-04-13,PR,903.0,5960.0,,,,,,45.0,,1.0,0.0,390.0,2020-04-13,4,blue,0.1504424778761062,1.1428571428571428
2020-04-20,PR,1252.0,8486.0,,,,,,63.0,,1.0,0.0,349.0,2020-04-20,5,blue,-0.10512820512820509,0.3999999999999999
2020-04-27,PR,1389.0,9313.0,,,,,,84.0,,0.0,0.0,137.0,2020-04-27,6,blue,-0.6074498567335244,0.33333333333333326
2020-05-04,PR,1843.0,9313.0,,,,,,97.0,,0.0,0.0,454.0,2020-05-04,7,blue,2.3138686131386863,0.15476190476190466
2020-05-11,PR,2256.0,,,,,,,113.0,,2.0,0.0,413.0,2020-05-11,8,blue,-0.0903083700440529,0.1649484536082475
2020-05-18,PR,2831.0,,,,,,,132.0,,2.0,0.0,575.0,2020-05-18,9,red,0.390527026592495,0.1649484536082475
2020-05-25,PR,3576.0,,,,,,,154.0,,2.0,0.0,745.0,2020-05-25,10,red,0.29435994726518544,0.1649484536082475
2020-03-01,RI,1.0,,,,,,,,,,,1.0,2020-03-01,0,blue,,
2020-03-08,RI,3.0,30.0,,,,,,,,0.0,0.0,2.0,2020-03-08,1,blue,1.0,
2020-03-15,RI,20.0,271.0,,,,,,,,0.0,0.0,17.0,2020-03-15,2,blue,7.5,
2020-03-22,RI,83.0,932.0,,,,,,,,0.0,0.0,63.0,2020-03-22,3,blue,2.7058823529411766,
2020-03-29,RI,294.0,2840.0,35.0,,9.0,,,3.0,,3.0,0.0,211.0,2020-03-29,4,blue,2.3492063492063493,
2020-04-05,RI,922.0,6259.0,103.0,,33.0,,35.0,25.0,,8.0,0.0,628.0,2020-04-05,5,blue,1.9763033175355451,7.333333333333334
2020-04-12,RI,2665.0,17685.0,201.0,,50.0,,35.0,63.0,,7.0,0.0,1743.0,2020-04-12,6,blue,1.7754777070063694,1.52
2020-04-19,RI,4755.0,29993.0,298.0,605.0,66.0,,244.0,164.0,605.0,14.0,27.0,2090.0,2020-04-19,7,blue,0.1990820424555364,1.6031746031746033
2020-04-26,RI,7439.0,45964.0,258.0,691.0,78.0,,433.0,226.0,691.0,11.0,115.0,2684.0,2020-04-26,8,blue,0.28421052631578947,0.37804878048780477
2020-05-03,RI,9477.0,62450.0,330.0,1013.0,83.0,,565.0,320.0,1013.0,24.0,36.0,2038.0,2020-05-03,9,blue,-0.24068554396423247,0.415929203539823
2020-05-10,RI,11274.0,79939.0,283.0,1251.0,70.0,,809.0,422.0,1251.0,4.0,33.0,1797.0,2020-05-10,10,blue,-0.11825318940137386,0.3187500000000001
2020-05-17,RI,12815.0,79939.0,283.0,1251.0,70.0,,809.0,557.0,1251.0,4.0,33.0,1541.0,2020-05-17,11,red,-0.14273966031394558,0.3187500000000001
2020-05-24,RI,14144.0,79939.0,283.0,1251.0,70.0,,809.0,735.0,1251.0,4.0,33.0,1329.0,2020-05-24,12,red,-0.13784236613143125,0.3187500000000001
2020-03-04,SC,0.0,5.0,,,,,,,,,,1.0,2020-03-04,0,blue,,
2020-03-11,SC,9.0,32.0,,,,,,,,0.0,0.0,9.0,2020-03-11,1,blue,8.0,
2020-03-18,SC,60.0,583.0,,,,,,1.0,,0.0,0.0,51.0,2020-03-18,2,blue,4.666666666666667,
2020-03-25,SC,424.0,2303.0,,102.0,,,,7.0,102.0,2.0,102.0,364.0,2020-03-25,3,blue,6.137254901960785,6.0
2020-04-01,SC,1293.0,5033.0,,102.0,,,,26.0,102.0,4.0,0.0,869.0,2020-04-01,4,blue,1.3873626373626373,2.7142857142857144
2020-04-08,SC,2552.0,22082.0,,241.0,,,,63.0,241.0,12.0,0.0,1259.0,2020-04-08,5,blue,0.4487917146144995,1.423076923076923
2020-04-15,SC,3656.0,31077.0,,675.0,,,,107.0,675.0,10.0,0.0,1104.0,2020-04-15,6,blue,-0.12311358220810165,0.6984126984126984
2020-04-22,SC,4761.0,38350.0,,837.0,,,3317.0,140.0,837.0,16.0,61.0,1105.0,2020-04-22,7,blue,0.0009057971014492239,0.30841121495327095
2020-04-29,SC,5881.0,48336.0,,1000.0,,,3252.0,203.0,1000.0,26.0,56.0,1120.0,2020-04-29,8,blue,0.013574660633484115,0.44999999999999996
2020-05-06,SC,6936.0,70546.0,,1152.0,,,3816.0,305.0,1152.0,22.0,42.0,1055.0,2020-05-06,9,blue,-0.0580357142857143,0.5024630541871922
2020-05-13,SC,7945.0,70546.0,,1152.0,,,3816.0,459.0,1152.0,22.0,42.0,1009.0,2020-05-13,10,red,-0.04371363930187462,0.5024630541871922
2020-05-20,SC,8908.0,70546.0,,1152.0,,,3816.0,690.0,1152.0,22.0,42.0,963.0,2020-05-20,11,red,-0.04657805429864256,0.5024630541871922
2020-03-07,SD,0.0,5.0,,,,,,,,,,1.0,2020-03-07,0,blue,,
2020-03-14,SD,9.0,182.0,,,,,,,,0.0,0.0,9.0,2020-03-14,1,blue,8.0,
2020-03-21,SD,14.0,691.0,,,,,,1.0,,0.0,0.0,5.0,2020-03-21,2,blue,-0.4444444444444444,
2020-03-28,SD,68.0,2592.0,,,,,26.0,1.0,,0.0,0.0,54.0,2020-03-28,3,blue,9.8,0.0
2020-04-04,SD,212.0,5012.0,,19.0,,,76.0,2.0,19.0,0.0,2.0,144.0,2020-04-04,4,blue,1.6666666666666665,1.0
2020-04-11,SD,626.0,7378.0,,33.0,,,189.0,6.0,33.0,0.0,4.0,414.0,2020-04-11,5,blue,1.875,2.0
2020-04-18,SD,1542.0,10118.0,,68.0,,,552.0,7.0,68.0,0.0,5.0,916.0,2020-04-18,6,blue,1.21256038647343,0.16666666666666674
2020-04-25,SD,2147.0,13449.0,61.0,128.0,,,1223.0,10.0,128.0,0.0,4.0,605.0,2020-04-25,7,blue,-0.3395196506550219,0.4285714285714286
2020-05-02,SD,2588.0,15503.0,71.0,187.0,,,1759.0,21.0,187.0,0.0,8.0,441.0,2020-05-02,8,blue,-0.2710743801652893,1.1
2020-05-09,SD,3393.0,19559.0,79.0,253.0,,,2125.0,34.0,253.0,3.0,6.0,805.0,2020-05-09,9,blue,0.8253968253968254,0.6190476190476191
2020-05-16,SD,4686.0,19559.0,79.0,253.0,,,2125.0,56.0,253.0,3.0,6.0,1293.0,2020-05-16,10,red,0.6061025842844024,0.6190476190476191
2020-05-23,SD,6820.0,19559.0,79.0,253.0,,,2125.0,91.0,253.0,3.0,6.0,2134.0,2020-05-23,11,red,0.6499614325068871,0.6190476190476191
2020-03-05,TN,1.0,,,,,,,,,,,1.0,2020-03-05,0,blue,,
2020-03-12,TN,18.0,79.0,,,,,,,,0.0,0.0,17.0,2020-03-12,1,blue,16.0,
2020-03-19,TN,154.0,349.0,,,,,,,,0.0,0.0,136.0,2020-03-19,2,blue,7.0,
2020-03-26,TN,957.0,13952.0,,76.0,,,,3.0,76.0,0.0,23.0,803.0,2020-03-26,3,blue,4.904411764705882,
2020-04-02,TN,2845.0,31766.0,,263.0,,,220.0,32.0,263.0,8.0,63.0,1888.0,2020-04-02,4,blue,1.3511830635118307,9.666666666666666
2020-04-09,TN,4634.0,55215.0,,505.0,,,921.0,94.0,505.0,15.0,56.0,1789.0,2020-04-09,5,blue,-0.052436440677966156,1.9375
2020-04-16,TN,6262.0,78787.0,,691.0,,,2786.0,141.0,691.0,6.0,28.0,1628.0,2020-04-16,6,blue,-0.08999441028507549,0.5
2020-04-23,TN,8266.0,114834.0,,793.0,,,4193.0,170.0,793.0,4.0,18.0,2004.0,2020-04-23,7,blue,0.23095823095823098,0.2056737588652482
2020-04-30,TN,10735.0,166891.0,,1045.0,,,5338.0,199.0,1045.0,4.0,32.0,2469.0,2020-04-30,8,blue,0.23203592814371254,0.1705882352941177
2020-05-07,TN,14096.0,222232.0,,1266.0,,,6783.0,237.0,1266.0,-2.0,45.0,3361.0,2020-05-07,9,blue,0.3612798703928717,0.19095477386934667
2020-05-14,TN,18585.0,222232.0,,1266.0,,,6783.0,283.0,1266.0,-2.0,45.0,4489.0,2020-05-14,10,red,0.3354310819430399,0.19095477386934667
2020-05-21,TN,24603.0,222232.0,,1266.0,,,6783.0,338.0,1266.0,-2.0,45.0,6018.0,2020-05-21,11,red,0.34060083963300625,0.19095477386934667
2020-03-04,TX,1.0,,,,,,,,,,,1.0,2020-03-04,0,blue,,
2020-03-11,TX,21.0,,,,,,,,,0.0,0.0,20.0,2020-03-11,1,blue,19.0,
2020-03-18,TX,83.0,1824.0,,,,,,2.0,,1.0,0.0,62.0,2020-03-18,2,blue,2.1,
2020-03-25,TX,974.0,12520.0,,,,,,12.0,,3.0,0.0,891.0,2020-03-25,3,blue,13.370967741935484,5.0
2020-04-01,TX,3997.0,43860.0,196.0,,,,38.0,58.0,,17.0,0.0,3023.0,2020-04-01,4,blue,2.3928170594837264,3.833333333333333
2020-04-08,TX,9353.0,86905.0,1491.0,,,,38.0,177.0,,23.0,0.0,5356.0,2020-04-08,5,blue,0.7717499173006948,2.0517241379310347
2020-04-15,TX,15492.0,136318.0,1538.0,,,,3150.0,364.0,,46.0,0.0,6139.0,2020-04-15,6,blue,0.14619118745332327,1.056497175141243
2020-04-22,TX,21069.0,195714.0,1678.0,,,,7341.0,543.0,,26.0,0.0,5577.0,2020-04-22,7,blue,-0.09154585437367646,0.4917582417582418
2020-04-29,TX,27054.0,287736.0,1702.0,,,,12507.0,732.0,,42.0,0.0,5985.0,2020-04-29,8,blue,0.07315761161915013,0.34806629834254155
2020-05-06,TX,34422.0,404516.0,1812.0,,,,17622.0,948.0,,42.0,0.0,7368.0,2020-05-06,9,blue,0.231077694235589,0.29508196721311486
2020-05-13,TX,43260.0,404516.0,1812.0,,,,17622.0,1228.0,,42.0,0.0,8838.0,2020-05-13,10,red,0.19949367771230123,0.29508196721311486
2020-05-20,TX,53917.0,404516.0,1812.0,,,,17622.0,1591.0,,42.0,0.0,10657.0,2020-05-20,11,red,0.20581048101695879,0.29508196721311486
2020-03-07,UT,1.0,,,,,,,,,,,1.0,2020-03-07,0,blue,,
2020-03-14,UT,6.0,131.0,,,,,,,,0.0,0.0,5.0,2020-03-14,1,blue,4.0,
2020-03-21,UT,136.0,2424.0,,,,,,0.0,,0.0,0.0,130.0,2020-03-21,2,blue,25.0,
2020-03-28,UT,602.0,10710.0,,,,,,2.0,,0.0,0.0,466.0,2020-03-28,3,blue,2.5846153846153848,inf
2020-04-04,UT,1428.0,26615.0,,117.0,,,,8.0,117.0,1.0,11.0,826.0,2020-04-04,4,blue,0.7725321888412018,3.0
2020-04-11,UT,2206.0,40340.0,,190.0,,,,18.0,190.0,1.0,7.0,778.0,2020-04-11,5,blue,-0.0581113801452785,1.25
2020-04-18,UT,2931.0,57013.0,,251.0,,,565.0,25.0,251.0,2.0,7.0,725.0,2020-04-18,6,blue,-0.06812339331619532,0.38888888888888884
2020-04-25,UT,3948.0,86258.0,,329.0,,,1399.0,41.0,329.0,2.0,14.0,1017.0,2020-04-25,7,blue,0.4027586206896552,0.6399999999999999
2020-05-02,UT,4981.0,112823.0,,418.0,,,2185.0,49.0,418.0,3.0,15.0,1033.0,2020-05-02,8,blue,0.015732546705998107,0.19512195121951215
2020-05-09,UT,6103.0,137191.0,172.0,498.0,,166.0,2901.0,66.0,498.0,5.0,10.0,1122.0,2020-05-09,9,blue,0.08615682478218778,0.346938775510204
2020-05-16,UT,7306.0,137191.0,172.0,498.0,,166.0,2901.0,89.0,498.0,5.0,10.0,1203.0,2020-05-16,10,red,0.07207196916694984,0.346938775510204
2020-05-23,UT,8600.0,137191.0,172.0,498.0,,166.0,2901.0,120.0,498.0,5.0,10.0,1294.0,2020-05-23,11,red,0.07488894028999743,0.346938775510204
2020-03-05,VA,0.0,18.0,,,,,,,,,,1.0,2020-03-05,0,blue,,
2020-03-12,VA,17.0,117.0,,,,,,,,0.0,0.0,17.0,2020-03-12,1,blue,16.0,
